STATE,Benefits
01/31/2000,"69,970,322"
02/29/2000,"81,987,458"
03/31/2000,"86,120,665"
04/30/2000,"56,558,982"
05/31/2000,"47,244,319"
06/30/2000,"47,736,688"
07/31/2000,"51,997,173"
08/31/2000,"55,113,264"
09/30/2000,"47,981,518"
10/31/2000,"44,443,899"
11/30/2000,"55,534,339"
12/31/2000,"74,072,241"
01/31/2001,"110,531,106"
02/28/2001,"117,240,629"
03/31/2001,"122,070,793"
04/30/2001,"95,014,361"
05/31/2001,"96,785,453"
06/30/2001,"94,993,962"
07/31/2001,"91,294,608"
08/31/2001,"99,200,924"
09/30/2001,"82,852,239"
10/31/2001,"90,559,369"
11/30/2001,"100,524,079"
12/31/2001,"109,286,180"
01/31/2002,"167,934,519"
02/28/2002,"154,993,855"
03/31/2002,"156,280,641"
04/30/2002,"142,225,759"
05/31/2002,"121,451,201"
06/30/2002,"105,129,353"
07/31/2002,"106,473,171"
08/31/2002,"94,008,522"
09/30/2002,"77,367,031"
10/31/2002,"92,986,285"
11/30/2002,"87,634,760"
12/31/2002,"111,773,320"
01/31/2003,"143,718,641"
02/28/2003,"141,462,227"
03/31/2003,"141,343,004"
04/30/2003,"134,617,521"
05/31/2003,"108,749,793"
06/30/2003,"97,258,826"
07/31/2003,"118,515,227"
08/31/2003,"97,877,098"
09/30/2003,"94,296,734"
10/31/2003,"91,727,667"
11/30/2003,"83,351,199"
12/31/2003,"110,342,629"
01/31/2004,"140,841,984"
02/29/2004,"138,466,747"
03/31/2004,"150,859,864"
04/30/2004,"111,379,876"
05/31/2004,"87,890,926"
06/30/2004,"90,733,683"
07/31/2004,"84,773,461"
08/31/2004,"82,812,212"
09/30/2004,"76,611,316"
10/31/2004,"80,052,673"
11/30/2004,"80,828,623"
12/31/2004,"91,682,864"
01/31/2005,"141,155,064"
02/28/2005,"123,369,771"
03/31/2005,"125,677,380"
04/30/2005,"97,830,139"
05/31/2005,"98,790,637"
06/30/2005,"77,851,272"
07/31/2005,"86,722,434"
08/31/2005,"79,942,844"
09/30/2005,"67,416,248"
10/31/2005,"75,841,591"
11/30/2005,"70,723,196"
12/31/2005,"93,562,699"
01/31/2006,"142,611,514"
02/28/2006,"122,801,607"
03/31/2006,"122,003,318"
04/30/2006,"100,194,196"
05/31/2006,"105,137,720"
06/30/2006,"80,806,378"
07/31/2006,"94,088,472"
08/31/2006,"84,979,114"
09/30/2006,"70,708,698"
10/31/2006,"83,173,277"
11/30/2006,"76,721,316"
12/31/2006,"94,384,620"
01/31/2007,"145,579,297"
02/28/2007,"130,240,938"
03/31/2007,"125,811,982"
04/30/2007,"115,981,273"
05/31/2007,"88,846,169"
06/30/2007,"78,324,780"
07/31/2007,"97,046,034"
08/31/2007,"77,205,847"
09/30/2007,"67,604,164"
10/31/2007,"85,706,687"
11/30/2007,"78,084,047"
12/31/2007,"116,092,429"
01/31/2008,"141,452,437"
02/29/2008,"139,543,479"
03/31/2008,"165,039,971"
04/30/2008,"133,774,185"
05/31/2008,"108,260,185"
06/30/2008,"113,023,104"
07/31/2008,"110,854,054"
08/31/2008,"108,851,463"
09/30/2008,"121,455,184"
10/31/2008,"109,435,099"
11/30/2008,"121,497,201"
12/31/2008,"213,374,879"
01/31/2009,"240,013,791"
02/28/2009,"271,697,908"
03/31/2009,"351,131,831"
04/30/2009,"291,602,163"
05/31/2009,"283,380,475"
06/30/2009,"340,749,688"
07/31/2009,"272,765,116"
08/31/2009,"264,105,165"
09/30/2009,"219,696,790"
10/31/2009,"192,109,104"
11/30/2009,"212,933,727"
12/31/2009,"224,753,922"
01/31/2010,"222,892,476"
02/28/2010,"230,075,921"
03/31/2010,"264,745,055"
04/30/2010,"184,418,823"
05/31/2010,"162,496,601"
06/30/2010,"184,243,361"
07/31/2010,"150,825,399"
08/31/2010,"181,109,860"
09/30/2010,"137,196,131"
10/31/2010,"127,695,606"
11/30/2010,"159,348,945"
12/31/2010,"162,411,102"
01/31/2011,"200,425,131"
02/28/2011,"178,346,467"
03/31/2011,"186,210,094"
04/30/2011,"147,637,094"
05/31/2011,"150,389,942"
06/30/2011,"137,181,566"
07/31/2011,"125,215,513"
08/31/2011,"138,328,455"
09/30/2011,"105,756,538"
10/31/2011,"111,367,075"
11/30/2011,"115,586,267"
12/31/2011,"129,249,946"
01/31/2012,"180,828,986"
02/29/2012,"159,674,746"
03/31/2012,"149,387,660"
04/30/2012,"133,650,318"
05/31/2012,"112,329,795"
06/30/2012,"98,563,215"
07/31/2012,"119,183,842"
08/31/2012,"99,083,261"
09/30/2012,"75,217,476"
10/31/2012,"91,854,898"
11/30/2012,"84,491,946"
12/31/2012,"112,870,956"
01/31/2013,"138,804,456"
02/28/2013,"131,174,799"
03/31/2013,"124,177,813"
04/30/2013,"123,523,383"
05/31/2013,"86,586,775"
06/30/2013,"81,342,577"
07/31/2013,"97,524,237"
08/31/2013,"77,037,626"
09/30/2013,"75,196,841"
10/31/2013,"74,557,305"
11/30/2013,"72,343,353"
12/31/2013,"112,150,886"
01/31/2014,"122,462,519"
02/28/2014,"124,452,859"
03/31/2014,"126,925,089"
04/30/2014,"96,036,365"
05/31/2014,"72,045,042"
06/30/2014,"76,114,269"
07/31/2014,"75,724,055"
08/31/2014,"64,500,353"
09/30/2014,"66,509,573"
10/31/2014,"55,633,153"
11/30/2014,"59,981,428"
12/31/2014,"96,690,720"
01/31/2015,"103,777,569"
02/28/2015,"108,477,594"
03/31/2015,"127,246,247"
04/30/2015,"82,216,080"
05/31/2015,"65,781,283"
06/30/2015,"76,892,279"
07/31/2015,"66,902,006"
08/31/2015,"67,815,741"
09/30/2015,"60,541,853"
10/31/2015,"53,132,170"
11/30/2015,"64,741,645"
12/31/2015,"85,217,959"
01/31/2016,"104,302,518"
02/29/2016,"125,487,730"
03/31/2016,"110,583,807"
04/30/2016,"80,104,706"
05/31/2016,"77,183,922"
06/30/2016,"70,443,604"
07/31/2016,"65,220,671"
08/31/2016,"75,335,700"
09/30/2016,"56,988,083"
10/31/2016,"59,877,425"
11/30/2016,"61,556,247"
12/31/2016,"75,786,740"
01/31/2017,"118,248,400"
02/28/2017,"105,204,125"
03/31/2017,"99,559,674"
04/30/2017,"76,983,777"
05/31/2017,"75,259,220"
06/30/2017,"62,790,235"
07/31/2017,"71,487,379"
08/31/2017,"63,875,193"
09/30/2017,"53,440,297"
10/31/2017,"60,001,732"
11/30/2017,"55,646,020"
12/31/2017,"72,042,006"
01/31/2018,"122,353,055"
02/28/2018,"104,051,833"
03/31/2018,"94,560,728"
04/30/2018,"83,443,959"
05/31/2018,"61,114,721"
06/30/2018,"54,147,979"
07/31/2018,"66,603,726"
08/31/2018,"53,301,258"
09/30/2018,"45,649,947"
10/31/2018,"52,922,840"
11/30/2018,"50,185,542"
12/31/2018,"74,749,939"
01/31/2019,"96,482,409"
02/28/2019,"95,001,729"
03/31/2019,"87,719,835"
04/30/2019,"79,351,701"
05/31/2019,"55,624,441"
06/30/2019,"52,406,669"
07/31/2019,"63,276,475"
08/31/2019,"49,289,772"
09/30/2019,"48,908,693"
10/31/2019,"52,017,710"
11/30/2019,"51,577,454"
12/31/2019,"82,262,852"
01/31/2020,"94,749,130"
02/29/2020,"94,202,449"
03/31/2020,"159,834,687"
04/30/2020,"694,177,442"
05/31/2020,"746,695,549"
06/30/2020,"571,775,682"
07/31/2020,"416,206,691"
08/31/2020,"377,661,019"
09/30/2020,"295,507,298"
10/31/2020,"177,223,744"
11/30/2020,"157,115,029"
12/31/2020,"161,893,484"
01/31/2021,"157,660,078"
02/28/2021,"166,193,872"
03/31/2021,"173,666,033"
04/30/2021,"101,008,508"
05/31/2021,"91,644,572"
06/30/2021,"85,282,738"
07/31/2021,"59,930,313"
08/31/2021,"66,739,753"
09/30/2021,"49,668,952"
10/31/2021,"40,161,545"
11/30/2021,"40,912,489"
12/31/2021,"48,480,141"
01/31/2022,"75,919,772"
