Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,62,44,55,75,74,65,66,71,61,55,40,35
2002,45,36,48,68,56,62,57,61,55,53,45,37
2003,57,35,41,58,51,59,47,50,54,52,41,36
2004,47,38,47,53,51,60,52,54,55,60,42,35
2005,47,40,46,59,60,61,52,53,52,51,49,35
2006,44,43,51,60,65,66,57,59,58,60,48,39
2007,55,50,52,63,71,77,56,61,63,56,48,33
2008,43,40,43,55,56,57,57,46,52,49,36,33
2009,30,33,38,46,52,63,38,50,45,49,41,29
2010,38,34,44,65,64,58,56,52,46,57,42,35
2011,45,43,46,59,59,62,46,61,46,55,44,33
2012,37,42,48,47,61,70,56,58,44,48,37,26
2013,38,30,35,50,67,55,49,64,50,42,39,34
2014,43,36,43,59,65,54,53,61,49,54,40,36
2015,41,39,50,69,64,55,52,52,53,58,51,41
2016,48,42,55,57,62,68,58,55,53,59,45,35
2017,49,42,47,63,63,66,57,57,59,67,48,37
2018,48,44,51,56,71,66,60,61,64,63,47,43
2019,49,41,52,68,68,76,59,66,57,61,48,35
2020,48,43,47,50,76,76,70,64,70,63,55,50
2021,48,51,66,78,77,83,68,57,69,64,52,47
