Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,21,14,15,21,19,20,19,15,13,15,11,10
2002,16,10,11,16,16,16,16,15,12,13,12,11
2003,15,9,9,15,15,16,13,15,11,12,10,11
2004,12,11,12,16,22,16,19,14,14,13,12,15
2005,10,12,15,17,18,21,17,18,17,16,15,16
2006,19,16,19,22,21,24,20,22,20,19,18,16
2007,30,16,20,24,23,27,23,23,22,20,18,19
2008,21,15,17,18,29,18,18,16,15,15,11,10
2009,11,9,10,11,13,13,10,11,11,11,10,10
2010,10,10,12,15,14,14,13,12,13,14,11,11
2011,10,11,14,14,16,18,16,15,16,15,11,12
2012,11,10,13,17,18,19,16,14,15,14,12,14
2013,15,14,17,20,22,20,19,18,17,18,13,15
2014,17,16,16,24,23,26,24,22,20,20,16,18
2015,22,21,21,27,24,23,26,20,22,21,18,20
2016,24,17,21,28,28,28,25,22,23,23,21,21
2017,19,19,22,28,27,29,28,26,25,25,20,22
2018,22,20,23,26,31,33,30,29,28,26,23,26
2019,24,22,24,31,34,33,33,29,27,24,22,26
2020,25,22,22,23,27,24,28,24,26,25,22,27
2021,26,25,33,42,46,42,45,39,38,42,35,46
