Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,29,22,21,31,33,28,28,25,19,25,17,17
2002,26,14,14,20,19,18,21,18,14,20,18,13
2003,19,16,13,20,21,19,23,19,16,21,18,14
2004,17,17,17,23,21,17,23,19,18,22,17,16
2005,18,16,16,23,23,22,23,22,21,23,20,16
2006,25,18,20,28,25,23,26,26,20,25,24,20
2007,28,20,20,24,25,25,27,24,18,23,20,17
2008,22,17,17,23,25,22,26,21,15,21,18,14
2009,14,14,13,16,17,17,21,16,13,15,14,12
2010,17,14,13,25,20,17,21,19,14,19,16,14
2011,19,16,17,20,21,21,22,19,19,19,16,15
2012,21,17,17,21,20,20,19,23,16,20,16,14
2013,20,16,16,19,22,24,20,21,18,19,20,22
2014,16,16,17,21,25,25,27,23,17,24,19,24
2015,18,22,21,25,30,25,30,26,21,25,23,24
2016,28,23,24,40,31,30,31,29,23,26,25,25
2017,25,25,25,33,32,31,33,29,24,26,26,28
2018,36,25,29,45,37,36,38,31,30,32,31,29
2019,30,27,28,32,38,36,32,32,30,31,27,29
2020,30,27,22,25,27,27,31,27,32,30,26,27
2021,28,32,38,46,48,47,60,48,48,42,40,46
