Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,57,42,35,43,37,32,39,37,32,38,28,23
2002,44,26,28,34,28,31,30,34,30,33,23,21
2003,33,26,27,32,27,32,37,31,30,34,28,27
2004,35,29,32,35,32,29,32,31,34,31,21,29
2005,32,30,30,37,34,30,40,36,41,44,34,35
2006,41,38,41,49,41,42,46,52,43,43,41,39
2007,41,37,41,51,40,36,41,47,48,41,34,37
2008,41,33,35,39,35,30,31,33,29,30,24,22
2009,24,21,20,20,21,17,21,21,24,23,17,18
2010,23,22,20,25,24,21,26,25,25,24,17,19
2011,22,21,25,25,27,26,31,31,36,34,28,31
2012,34,30,34,35,31,34,36,37,36,35,30,30
2013,26,29,27,33,32,31,35,37,32,30,23,27
2014,28,29,29,30,31,35,36,45,35,39,30,32
2015,36,36,36,48,45,37,49,45,41,47,37,39
2016,49,44,41,45,41,39,43,44,41,40,33,39
2017,39,40,42,51,40,40,49,48,45,39,39,42
2018,45,44,48,51,47,48,54,63,56,57,52,54
2019,51,51,53,61,54,53,51,58,58,53,44,44
2020,49,52,42,40,50,51,60,71,62,61,52,55
2021,61,65,76,77,85,85,89,96,88,90,72,82
