Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,18,16,18,15,14,19,19,11,15,18,12,11
2002,15,11,13,16,14,14,15,10,13,13,11,9
2003,12,10,12,15,15,15,15,11,15,15,14,12
2004,25,12,11,16,16,14,17,10,13,17,11,12
2005,17,12,13,18,13,16,17,12,15,16,14,15
2006,17,12,16,19,18,20,16,14,15,16,14,15
2007,25,13,17,18,18,18,16,14,17,15,15,14
2008,17,13,14,16,15,15,13,10,11,11,10,9
2009,8,8,7,8,10,7,7,7,9,9,7,7
2010,10,7,9,12,10,9,13,8,11,11,8,10
2011,9,9,10,16,11,13,20,9,14,12,12,13
2012,16,11,14,16,16,15,16,11,13,14,12,11
2013,15,12,13,16,16,16,15,12,14,14,13,11
2014,12,13,15,17,18,18,18,15,17,22,19,15
2015,17,16,18,27,23,20,24,15,18,24,22,17
2016,20,17,22,23,20,26,21,15,18,18,18,17
2017,18,18,18,27,19,24,24,15,18,17,20,18
2018,19,18,20,26,24,28,26,18,22,22,21,21
2019,23,18,23,27,23,26,29,18,21,27,22,17
2020,21,19,18,20,19,26,27,19,22,23,17,16
2021,23,21,23,37,31,41,42,30,30,33,25,25
