Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,52,52,48,48,50,44,49,45,40,44,45,34
2002,55,35,44,59,52,44,57,46,47,48,40,35
2003,58,40,44,55,47,53,51,50,48,57,44,41
2004,56,42,57,66,51,57,56,51,57,63,46,44
2005,58,52,62,74,64,68,64,65,81,63,60,55
2006,70,56,65,65,62,71,68,63,67,68,66,52
2007,56,54,67,70,69,70,69,70,61,75,54,46
2008,55,52,66,74,71,56,50,56,53,62,44,39
2009,37,33,37,42,46,36,46,41,42,39,37,36
2010,38,38,43,46,52,54,39,50,44,45,41,35
2011,45,45,42,49,46,51,45,47,48,43,39,32
2012,37,35,48,47,52,42,42,47,38,48,44,40
2013,41,42,48,48,52,54,38,46,46,49,47,39
2014,52,48,55,51,58,55,49,56,63,58,39,36
2015,46,49,50,53,54,52,48,57,55,57,57,41
2016,48,45,52,63,58,62,54,55,59,50,59,37
2017,48,46,57,56,64,52,52,57,55,58,51,45
2018,51,50,53,65,64,66,61,64,50,63,53,53
2019,60,44,57,66,64,59,63,66,57,67,57,43
2020,73,60,65,50,128,146,87,92,87,80,57,37
2021,56,58,74,72,100,143,121,100,85,84,62,45
