Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,26,21,19,23,20,24,26,20,21,20,14,16
2002,24,14,18,18,15,16,18,14,15,17,13,13
2003,24,13,14,16,18,17,18,11,17,17,12,15
2004,15,16,14,16,18,17,20,14,18,20,15,16
2005,16,17,17,21,17,21,20,16,19,18,16,17
2006,20,18,20,22,21,22,21,16,22,21,19,17
2007,22,22,22,25,19,21,24,17,23,25,18,18
2008,18,19,19,20,18,19,21,15,16,17,15,13
2009,14,14,10,11,10,12,12,11,15,17,17,17
2010,26,14,15,18,14,18,19,16,13,20,13,14
2011,15,15,13,22,16,18,18,15,18,17,14,16
2012,22,17,19,18,18,20,19,15,18,25,17,15
2013,17,19,19,20,16,17,19,15,16,19,14,14
2014,19,19,18,21,22,26,25,21,27,27,23,26
2015,27,24,22,28,24,29,32,23,27,31,26,26
2016,32,26,27,38,26,29,35,24,27,27,26,22
2017,29,27,30,28,25,34,32,24,31,25,22,20
2018,33,23,25,27,29,29,30,23,31,32,23,23
2019,28,31,30,32,30,32,36,28,36,40,29,24
2020,30,33,25,31,19,29,40,28,28,31,27,22
2021,31,32,29,43,28,42,54,37,40,44,38,34
