Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,46,45,45,58,57,47,50,43,40,52,45,38
2002,45,42,37,58,48,51,51,42,49,48,41,43
2003,45,35,35,48,46,54,47,48,43,56,49,47
2004,46,34,45,65,56,55,51,47,48,50,47,39
2005,44,40,50,65,60,59,57,57,63,59,62,48
2006,58,47,53,68,64,64,61,62,60,62,68,50
2007,50,40,58,73,74,65,57,64,60,70,58,43
2008,47,48,54,61,65,56,56,61,55,53,45,53
2009,36,33,39,49,48,42,54,45,51,42,49,33
2010,34,29,41,45,57,47,42,47,51,41,38,36
2011,44,35,43,56,51,53,50,53,58,43,43,35
2012,42,36,43,63,59,48,51,55,48,55,47,41
2013,49,40,45,53,56,62,43,50,44,54,52,39
2014,46,38,51,54,53,57,49,54,53,53,46,40
2015,42,48,50,57,63,61,57,58,50,57,59,44
2016,54,47,53,75,77,66,61,69,64,66,62,52
2017,66,49,56,67,79,71,78,78,75,89,79,64
2018,80,60,71,90,83,88,79,83,72,89,85,63
2019,78,61,78,99,75,73,75,72,67,70,56,50
2020,70,54,53,70,106,77,78,85,71,81,57,45
2021,59,61,63,103,89,78,88,83,70,78,73,50
