Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,12,9,11,13,18,19,16,16,14,15,11,12
2002,15,9,9,13,16,18,16,15,12,12,11,13
2003,18,9,8,12,17,17,14,16,14,13,12,18
2004,16,10,9,15,16,18,14,16,16,14,13,19
2005,15,9,11,14,18,17,15,15,15,12,11,14
2006,16,12,10,14,17,17,15,16,13,12,10,14
2007,13,8,10,12,16,16,16,16,13,12,13,15
2008,15,9,10,12,16,15,13,14,12,12,8,12
2009,11,9,7,12,14,13,12,12,9,13,9,12
2010,11,9,8,12,14,13,16,11,11,12,11,13
2011,10,8,9,12,15,16,14,11,12,12,10,12
2012,11,9,9,15,12,15,12,11,11,9,11,11
2013,10,9,10,11,14,13,12,13,11,10,10,10
2014,11,8,8,11,15,13,12,12,10,11,11,16
2015,13,10,10,11,16,14,16,15,12,13,13,14
2016,12,10,10,12,14,17,15,14,12,12,11,15
2017,12,9,10,15,18,18,23,12,11,14,11,12
2018,10,9,10,13,16,18,23,14,10,13,12,13
2019,12,9,10,13,17,19,20,12,11,12,12,12
2020,13,9,8,9,25,23,16,14,13,13,10,11
2021,12,9,11,17,19,37,15,13,14,14,12,13
