Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,180,176,192,205,191,194,199,190,185,155,148,143
2002,153,128,146,156,138,131,154,137,121,141,140,110
2003,141,125,131,151,135,140,141,131,119,149,120,124
2004,165,128,136,174,149,136,178,150,156,164,135,149
2005,184,170,168,190,157,155,169,162,155,165,140,135
2006,147,136,159,165,159,159,174,177,173,149,150,160
2007,192,177,222,215,180,182,182,173,194,165,164,171
2008,169,149,153,180,159,143,133,147,128,134,101,109
2009,99,97,91,101,95,83,86,95,92,106,73,81
2010,97,91,108,120,120,118,119,112,107,142,122,103
2011,136,113,145,145,136,149,152,141,162,163,118,110
2012,136,154,164,160,166,141,159,169,164,177,135,137
2013,148,160,159,183,151,155,144,158,161,189,159,138
2014,161,163,181,230,222,206,229,249,208,222,205,179
2015,193,224,220,241,235,210,272,228,220,253,216,212
2016,228,234,218,241,263,209,253,211,206,239,201,189
2017,217,222,219,244,240,258,277,267,282,279,234,204
2018,225,245,237,270,296,313,299,309,335,323,311,274
2019,302,294,304,300,271,274,273,252,252,303,243,240
2020,247,266,223,173,196,227,268,225,233,278,229,246
2021,250,246,313,360,333,417,465,381,437,457,368,406
