Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,187,174,139,156,134,122,195,128,137,132,100,102
2002,119,100,118,118,105,109,117,110,82,108,99,88
2003,115,83,88,109,108,95,98,91,86,98,85,91
2004,107,112,96,124,124,102,131,105,98,125,88,116
2005,132,123,148,164,121,110,168,128,122,113,112,119
2006,140,112,162,167,122,130,146,133,128,138,134,127
2007,149,138,147,158,128,124,154,120,135,137,120,136
2008,145,126,137,128,107,89,101,91,78,103,88,71
2009,76,85,61,75,74,70,78,68,70,80,63,61
2010,72,70,66,88,79,75,91,86,91,109,91,80
2011,91,90,93,100,80,80,92,84,109,93,94,90
2012,127,100,100,113,113,98,105,123,102,107,98,98
2013,130,117,125,128,133,99,124,130,128,141,112,101
2014,112,119,134,168,146,138,163,152,155,171,126,121
2015,148,149,165,181,207,162,221,178,157,176,156,167
2016,201,192,227,216,202,177,212,182,203,200,182,176
2017,192,199,190,247,199,201,225,197,196,211,203,181
2018,223,217,229,258,233,222,248,224,225,245,220,223
2019,226,221,250,262,220,208,238,216,242,251,229,227
2020,235,219,170,174,215,215,260,247,240,253,242,268
2021,307,271,313,374,365,360,406,415,414,425,403,399
