Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,10,9,11,12,15,16,11,10,9,9,7,7
2002,7,6,7,9,12,12,9,9,8,8,7,7
2003,7,6,5,9,11,13,8,8,7,7,6,7
2004,7,6,7,8,13,12,10,9,8,8,8,8
2005,7,7,9,10,13,16,10,11,10,10,9,10
2006,10,9,12,13,16,17,12,12,12,11,11,11
2007,12,10,12,14,18,19,14,13,13,12,11,11
2008,12,10,11,11,18,15,12,10,9,9,6,7
2009,8,6,6,6,9,9,6,8,7,7,6,7
2010,8,7,8,11,11,11,9,9,8,9,8,9
2011,6,6,8,9,11,14,10,10,9,10,7,10
2012,7,7,8,10,12,13,11,9,8,9,8,9
2013,8,8,9,11,14,14,10,9,9,10,8,10
2014,10,10,10,13,16,21,13,13,11,12,9,12
2015,11,12,12,15,17,17,16,12,11,13,9,11
2016,10,9,11,13,18,19,14,12,11,12,10,12
2017,11,10,10,13,18,20,18,15,13,12,10,12
2018,13,10,12,15,19,21,17,18,16,15,14,15
2019,15,13,14,16,22,26,21,17,17,16,13,17
2020,16,13,12,13,12,13,15,14,13,13,11,16
2021,15,15,17,20,20,22,26,23,19,20,17,28
