Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,69,69,59,60,50,52,85,59,54,53,44,44
2002,52,46,53,76,53,48,56,53,43,52,43,40
2003,50,46,40,60,51,47,55,48,52,56,52,44
2004,58,53,45,69,62,57,76,54,53,64,41,49
2005,60,57,68,80,66,59,82,66,65,73,59,54
2006,66,65,76,90,64,64,72,73,70,70,56,58
2007,70,61,72,78,71,66,63,60,60,57,48,46
2008,58,52,55,64,59,51,55,60,45,51,42,37
2009,38,38,35,40,36,33,39,36,41,37,35,36
2010,54,38,37,48,40,39,51,51,43,56,41,38
2011,45,44,50,53,47,49,53,50,52,55,47,44
2012,60,50,60,64,57,58,49,51,50,56,55,49
2013,61,54,60,68,67,61,59,55,53,67,50,49
2014,72,62,74,81,73,83,79,71,81,88,62,70
2015,90,81,72,108,88,79,114,84,80,90,83,70
2016,89,82,87,90,81,82,91,80,85,78,81,77
2017,77,85,91,106,92,105,110,97,96,96,93,94
2018,112,102,98,164,114,116,140,117,112,130,112,98
2019,134,116,120,139,108,111,133,104,105,121,89,79
2020,117,100,94,97,89,106,116,113,121,131,108,110
2021,144,127,141,182,175,166,199,182,182,194,155,177
