Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,3.3,2.7,3.0,3.7,3.0,3.2,3.6,3.4,3.0,2.7,2.2,1.9
2002,2.6,2.4,2.4,2.8,2.1,2.4,2.6,2.2,2.0,2.2,1.8,1.7
2003,2.4,1.8,1.9,2.5,2.1,2.2,2.2,2.4,2.2,2.4,2.1,1.9
2004,2.8,2.2,2.1,2.6,2.2,2.1,2.7,2.3,2.3,2.8,1.9,2.1
2005,2.2,2.3,2.5,3.1,2.5,2.6,2.8,2.3,2.6,2.8,2.2,2.0
2006,2.5,2.6,2.8,3.3,2.7,2.8,2.9,3.0,2.9,2.7,2.4,2.2
2007,2.7,2.5,2.8,2.8,2.7,2.8,3.1,2.6,2.6,2.5,2.3,2.5
2008,2.5,2.2,2.4,2.5,2.5,2.4,2.4,2.4,2.3,2.3,1.9,1.7
2009,1.6,1.9,1.5,1.6,1.8,1.5,1.8,1.6,1.7,1.7,1.8,1.6
2010,2.2,1.9,2.5,2.8,2.1,2.0,2.4,1.8,1.8,2.4,2.0,1.8
2011,2.2,2.4,2.4,2.5,2.3,2.7,3.0,2.6,2.7,2.9,2.4,2.1
2012,2.6,2.5,2.5,2.7,2.8,3.0,3.6,2.7,2.7,2.9,2.5,2.4
2013,2.6,2.7,2.7,3.5,2.9,2.9,3.0,2.9,3.2,3.4,2.8,2.6
2014,3.0,3.0,3.0,3.5,2.6,3.1,3.5,3.4,2.8,3.3,2.7,2.6
2015,2.8,3.2,3.1,3.9,3.5,3.1,3.9,3.4,3.4,3.7,3.3,3.1
2016,3.8,3.4,4.1,4.3,3.4,3.3,4.6,3.2,3.4,3.5,3.2,3.3
2017,3.2,3.5,3.4,4.4,3.6,4.0,4.3,4.1,4.6,4.5,3.5,3.5
2018,4.3,4.2,4.6,5.0,5.0,4.8,5.1,4.7,5.0,5.2,4.4,4.3
2019,4.3,4.4,4.8,5.4,4.6,4.7,4.9,4.1,4.6,4.9,3.9,3.5
2020,4.4,4.3,3.4,4.0,3.6,3.8,4.9,3.7,4.5,5.0,4.0,3.8
2021,4.6,4.8,5.5,6.9,5.5,5.6,6.8,5.6,7.0,7.6,6.3,6.7
