STATE,Benefits
01/31/2000,"35,918,168"
02/29/2000,"32,405,020"
03/31/2000,"27,635,898"
04/30/2000,"25,927,189"
05/31/2000,"26,802,274"
06/30/2000,"25,415,369"
07/31/2000,"32,765,393"
08/31/2000,"31,190,993"
09/30/2000,"28,605,418"
10/31/2000,"34,218,790"
11/30/2000,"31,100,896"
12/31/2000,"35,919,366"
01/31/2001,"60,690,749"
02/28/2001,"49,605,996"
03/31/2001,"46,004,868"
04/30/2001,"48,430,860"
05/31/2001,"45,013,803"
06/30/2001,"43,783,370"
07/31/2001,"57,604,796"
08/31/2001,"45,010,006"
09/30/2001,"45,188,925"
10/31/2001,"49,570,445"
11/30/2001,"46,807,923"
12/31/2001,"57,046,632"
01/31/2002,"73,448,086"
02/28/2002,"61,088,345"
03/31/2002,"58,687,034"
04/30/2002,"57,876,198"
05/31/2002,"46,546,780"
06/30/2002,"48,543,925"
07/31/2002,"52,327,773"
08/31/2002,"41,258,782"
09/30/2002,"44,476,856"
10/31/2002,"42,631,644"
11/30/2002,"41,767,901"
12/31/2002,"52,977,208"
01/31/2003,"62,004,987"
02/28/2003,"57,328,535"
03/31/2003,"60,840,181"
04/30/2003,"49,583,520"
05/31/2003,"42,985,403"
06/30/2003,"51,086,745"
07/31/2003,"54,394,252"
08/31/2003,"42,893,977"
09/30/2003,"45,305,891"
10/31/2003,"40,797,840"
11/30/2003,"36,950,364"
12/31/2003,"48,851,249"
01/31/2004,"48,943,196"
02/29/2004,"45,128,077"
03/31/2004,"48,792,388"
04/30/2004,"34,835,959"
05/31/2004,"31,682,757"
06/30/2004,"41,286,532"
07/31/2004,"37,394,120"
08/31/2004,"39,142,576"
09/30/2004,"33,839,226"
10/31/2004,"30,582,892"
11/30/2004,"36,035,932"
12/31/2004,"38,307,632"
01/31/2005,"45,223,524"
02/28/2005,"40,330,299"
03/31/2005,"41,832,346"
04/30/2005,"32,396,683"
05/31/2005,"35,606,610"
06/30/2005,"36,996,167"
07/31/2005,"35,813,472"
08/31/2005,"39,236,434"
09/30/2005,"29,850,822"
10/31/2005,"31,039,425"
11/30/2005,"32,524,437"
12/31/2005,"32,467,342"
01/31/2006,"44,804,757"
02/28/2006,"38,046,150"
