Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,340,294,245,268,237,223,265,214,214,208,195,190
2002,232,219,187,217,208,184,218,212,198,228,187,157
2003,221,216,188,223,198,185,189,175,187,253,206,186
2004,267,267,215,249,238,208,270,276,272,311,227,256
2005,308,280,293,343,278,291,371,308,340,323,322,312
2006,354,333,341,436,386,326,306,291,323,327,301,302
2007,348,385,363,366,323,317,334,280,247,292,253,255
2008,285,253,228,265,233,209,194,170,148,208,198,159
2009,173,162,163,146,123,111,130,140,141,158,138,117
2010,155,125,138,187,184,167,198,169,181,231,180,151
2011,176,182,177,204,180,182,201,183,201,209,206,189
2012,195,214,225,288,200,207,222,218,235,240,205,193
2013,197,198,208,292,264,257,249,216,247,321,212,203
2014,242,283,264,290,284,264,282,324,317,346,259,267
2015,293,319,313,357,308,307,344,317,305,310,320,279
2016,306,293,336,362,312,389,359,318,345,360,317,325
2017,311,348,356,344,293,308,353,346,285,413,379,344
2018,365,401,420,474,435,443,477,461,425,454,478,455
2019,438,365,435,436,424,376,454,432,416,440,416,399
2020,416,410,377,297,306,324,410,372,380,415,387,370
2021,401,462,437,514,537,565,754,692,650,742,614,636
