Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,685,520,585,514,590,526,660,598,588,558,460,418
2002,527,416,478,525,459,534,572,564,581,560,511,396
2003,507,449,478,517,543,572,588,537,542,589,469,420
2004,484,391,510,586,544,559,557,548,574,573,499,381
2005,478,472,479,614,540,617,650,648,588,608,536,423
2006,541,495,565,621,612,640,661,591,578,642,582,420
2007,548,447,503,571,551,583,619,618,559,657,477,409
2008,457,434,506,553,469,521,529,471,450,473,373,283
2009,345,301,330,418,430,403,468,402,451,400,388,260
2010,362,302,353,407,450,447,482,402,401,418,396,312
2011,377,327,382,436,393,487,494,429,458,453,416,298
2012,433,378,392,486,474,464,500,468,384,470,485,340
2013,414,407,431,489,490,528,565,544,553,563,444,347
2014,465,462,456,530,487,660,543,568,574,581,464,387
2015,450,457,470,585,515,645,625,601,606,643,540,413
2016,540,528,470,580,601,648,635,628,545,618,553,426
2017,570,494,506,563,549,673,607,617,571,619,541,405
2018,495,493,560,609,580,612,610,656,567,722,583,403
2019,524,437,485,594,616,671,642,709,618,680,589,455
2020,618,570,473,483,1041,878,750,748,711,755,577,411
2021,552,497,588,660,630,696,701,755,680,792,692,482
