Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,59,22,24,31,23,25,32,32,29,43,46,41
2002,52,24,34,30,30,27,37,36,41,54,35,46
2003,62,31,27,40,25,39,37,41,38,53,39,48
2004,51,25,32,44,36,33,34,64,35,51,48,29
2005,38,25,38,33,36,37,42,46,36,48,34,41
2006,42,26,18,27,24,21,44,44,31,34,37,31
2007,36,25,23,32,27,33,35,46,50,32,35,45
2008,41,18,32,29,25,42,33,32,29,43,50,54
2009,65,58,23,38,28,44,61,46,59,52,47,46
2010,53,27,18,28,32,50,35,43,46,42,29,33
2011,47,28,34,22,24,26,41,42,49,34,40,43
2012,39,25,24,39,25,37,26,33,29,28,29,38
2013,34,22,17,24,25,33,29,37,37,40,28,29
2014,38,17,27,23,18,28,35,29,27,42,24,32
2015,38,20,20,21,16,31,24,31,29,33,24,31
2016,34,26,20,24,21,24,22,27,42,27,19,24
2017,41,22,27,25,34,46,42,43,29,29,35,48
2018,64,30,26,27,39,51,42,30,35,31,23,55
2019,42,30,35,26,22,31,23,36,45,40,25,31
2020,53,18,227,145,24,30,22,24,26,19,21,24
2021,35,14,21,19,17,33,17,21,38,22,25,30
