Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,76,54,64,63,69,63,59,81,69,50,40,32
2002,64,34,41,49,55,47,55,66,55,42,39,41
2003,46,38,40,40,48,41,57,65,53,43,42,38
2004,52,36,48,45,50,52,51,67,49,48,41,39
2005,49,32,38,43,51,50,53,70,60,48,46,40
2006,56,44,43,43,50,54,54,72,62,67,55,43
2007,61,49,53,56,62,57,59,81,61,63,62,50
2008,54,36,46,52,48,64,45,63,57,47,32,39
2009,44,39,32,26,32,37,36,48,37,31,33,29
2010,34,24,34,38,42,35,41,48,42,36,26,26
2011,44,36,36,33,33,53,41,51,43,42,30,34
2012,41,32,31,37,45,46,38,56,46,39,37,33
2013,46,34,40,45,53,43,49,58,56,55,39,38
2014,33,36,42,47,59,62,62,71,67,47,39,37
2015,49,47,49,40,55,65,67,68,54,55,43,51
2016,58,46,49,58,63,67,62,72,61,55,44,52
2017,56,39,43,47,53,53,56,76,84,49,42,51
2018,49,42,48,60,64,63,68,80,74,65,67,48
2019,61,55,59,74,82,70,73,76,70,65,60,58
2020,67,48,53,31,41,47,84,69,60,60,50,48
2021,62,57,59,73,81,84,81,108,94,78,85,77
