Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,37,19,23,29,23,24,33,28,22,43,32,31
2002,31,24,24,30,38,26,36,40,24,32,18,37
2003,37,23,28,31,27,27,33,38,25,32,27,32
2004,54,28,22,26,34,29,31,41,30,31,25,28
2005,38,24,31,33,34,28,30,31,74,47,27,46
2006,35,18,21,36,26,29,36,28,22,24,26,31
2007,63,27,33,32,33,30,32,29,26,31,23,33
2008,33,20,21,34,30,29,46,38,25,29,25,43
2009,39,28,26,54,27,32,52,39,26,34,31,29
2010,29,19,18,20,41,29,38,30,20,33,23,26
2011,35,17,25,20,23,27,26,40,25,24,24,27
2012,45,24,22,23,34,36,28,26,23,26,23,28
2013,30,21,22,24,23,25,28,28,27,38,18,23
2014,36,15,19,22,19,21,25,27,43,27,26,29
2015,44,19,28,28,23,27,20,25,31,33,26,25
2016,27,26,21,27,29,31,48,37,20,28,27,20
2017,34,20,30,25,33,28,32,31,26,30,22,40
2018,40,20,22,27,21,23,24,28,21,21,22,31
2019,30,19,25,29,23,32,27,31,29,27,19,35
2020,21,21,171,90,38,29,23,22,31,15,20,19
2021,20,21,24,23,19,18,16,16,22,17,18,21
