Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,69,60,75,80,69,69,102,85,67,77,63,47
2002,75,58,64,90,79,76,87,75,60,84,61,52
2003,72,55,62,68,73,80,81,68,59,81,61,62
2004,90,63,85,93,89,95,91,84,75,82,62,51
2005,92,71,81,95,96,96,104,107,82,92,70,65
2006,91,86,98,104,98,95,117,106,98,103,75,63
2007,95,66,75,100,92,92,85,86,95,77,60,48
2008,77,73,63,75,72,78,69,85,71,77,54,51
2009,68,60,51,76,63,60,86,73,67,59,63,38
2010,56,49,57,71,69,66,70,73,58,64,58,51
2011,60,60,62,76,79,80,71,69,56,71,58,39
2012,60,50,57,75,73,75,70,80,70,75,63,47
2013,63,70,65,91,90,88,86,98,67,77,68,59
2014,91,65,79,93,89,104,91,92,81,107,83,59
2015,94,69,91,89,96,97,92,98,87,87,80,72
2016,93,71,85,90,86,91,98,100,92,80,77,65
2017,93,77,92,105,103,108,103,110,90,105,89,69
2018,98,82,77,123,105,105,110,99,89,127,93,80
2019,106,93,95,117,104,106,118,110,100,114,80,65
2020,110,95,88,74,137,127,103,118,96,113,98,67
2021,84,79,85,98,120,135,123,128,105,127,120,86
