Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,62,26,41,36,29,49,47,69,39,70,59,53
2002,75,35,37,53,37,31,42,50,34,44,57,56
2003,79,40,52,62,47,55,75,90,48,68,46,58
2004,76,45,33,42,40,44,36,52,43,60,41,53
2005,79,65,34,40,30,36,35,46,33,47,34,58
2006,49,30,32,38,41,37,45,47,41,45,42,49
2007,69,29,44,58,37,50,54,39,56,40,33,51
2008,53,38,26,68,34,35,51,60,46,41,42,78
2009,67,41,44,49,50,41,52,64,73,46,68,70
2010,61,35,38,37,46,43,47,62,31,38,36,63
2011,83,35,47,37,37,26,35,60,54,66,55,67
2012,70,70,26,35,37,53,38,61,40,54,45,42
2013,49,27,40,48,40,44,79,61,42,38,24,61
2014,57,31,50,44,37,35,47,56,62,44,48,49
2015,57,69,40,34,61,33,50,35,41,47,51,64
2016,40,31,26,31,28,33,32,41,52,33,29,75
2017,41,34,27,24,60,56,35,57,57,45,41,52
2018,54,27,24,29,29,32,41,63,44,27,30,44
2019,74,30,24,38,34,62,43,50,66,54,38,66
2020,34,29,277,170,73,47,39,41,30,61,46,46
2021,39,29,32,23,45,39,21,44,35,30,26,41
