Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,23,17,20,32,39,44,36,26,27,29,22,18
2002,26,15,18,27,36,43,35,25,20,25,21,19
2003,23,17,18,26,37,46,38,25,23,27,25,19
2004,22,19,20,31,36,44,31,28,25,27,25,19
2005,22,15,20,31,36,42,35,25,25,24,22,16
2006,22,17,20,29,32,39,35,26,23,22,22,17
2007,26,14,18,25,29,33,31,27,22,23,24,17
2008,21,14,18,29,31,32,29,24,21,25,18,14
2009,19,16,15,27,29,30,32,21,18,23,21,15
2010,21,13,20,28,33,31,30,22,20,18,18,14
2011,18,12,16,22,28,30,29,19,18,22,15,13
2012,21,14,15,22,27,33,25,20,19,19,17,13
2013,17,14,17,21,32,31,26,20,18,19,15,16
2014,20,11,14,22,30,30,26,20,22,20,18,17
2015,17,17,19,24,33,32,32,24,19,22,21,20
2016,22,18,20,31,33,34,28,26,19,23,19,20
2017,21,15,21,28,37,37,31,21,18,22,25,16
2018,23,16,18,34,36,49,36,24,21,23,19,16
2019,21,16,19,28,39,45,33,24,21,22,18,17
2020,21,19,18,20,48,47,34,26,24,25,20,17
2021,22,20,23,37,29,36,36,24,29,26,21,20
