Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,144,94,114,128,120,135,144,190,130,130,98,81
2002,121,91,89,119,96,95,135,120,111,99,82,88
2003,104,63,75,105,87,87,99,141,91,94,88,91
2004,104,66,79,105,101,91,104,114,112,93,81,92
2005,119,79,97,91,111,121,109,156,149,129,113,92
2006,90,93,97,96,106,134,127,175,129,129,94,90
2007,112,93,105,99,118,111,103,158,108,101,96,81
2008,115,70,90,73,96,103,102,170,114,122,83,61
2009,63,47,61,62,63,55,72,91,67,74,51,48
2010,61,48,58,60,65,76,74,102,83,100,64,72
2011,50,43,57,58,70,80,80,111,70,71,50,49
2012,66,72,76,79,89,80,78,96,78,70,65,66
2013,67,62,89,100,97,119,123,130,106,87,63,71
2014,81,60,74,85,106,102,97,120,97,80,65,57
2015,92,82,89,103,111,112,110,150,123,132,109,83
2016,96,96,108,122,154,127,122,157,133,147,109,90
2017,115,105,126,120,123,124,122,140,114,123,95,97
2018,111,97,119,139,144,145,166,175,131,138,125,125
2019,136,99,133,139,159,137,175,148,167,117,112,96
2020,112,105,102,81,90,126,159,134,139,133,104,98
2021,128,94,115,156,152,145,162,186,169,149,117,133
