Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,72,70,36,81,67,63,78,61,54,76,50,45
2002,54,43,46,57,49,45,55,52,43,59,45,35
2003,49,38,41,51,50,40,48,48,42,53,44,42
2004,49,44,42,52,51,49,63,58,50,57,45,51
2005,57,53,51,64,55,55,63,62,58,54,57,53
2006,62,53,66,68,58,59,65,73,61,64,58,59
2007,63,56,67,75,67,60,68,65,69,67,65,63
2008,63,50,54,67,63,54,58,55,45,52,45,35
2009,31,39,33,34,33,31,33,40,36,36,31,34
2010,39,34,40,50,44,43,52,49,42,58,49,45
2011,43,47,58,53,52,43,55,53,60,62,53,57
2012,56,43,57,63,58,58,59,52,50,58,55,48
2013,49,51,51,62,59,55,48,53,48,55,49,50
2014,43,56,60,69,71,70,83,93,82,85,74,72
2015,64,69,72,90,76,75,88,91,92,96,100,90
2016,84,89,113,95,85,81,96,78,78,71,74,74
2017,68,74,75,89,71,79,97,96,82,74,85,78
2018,88,79,85,86,87,91,89,97,101,93,94,95
2019,85,91,95,91,87,84,87,91,98,99,96,80
2020,90,85,93,75,83,100,107,100,94,97,93,81
2021,99,107,118,150,145,189,185,177,149,151,132,146
