Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,92,82,82,93,107,99,98,84,81,81,56,53
2002,71,56,67,81,60,70,71,63,57,64,54,42
2003,65,52,47,67,50,57,57,60,53,65,63,48
2004,66,56,66,76,66,53,78,71,66,73,54,56
2005,68,59,70,103,68,66,91,80,83,84,65,66
2006,86,64,68,96,66,71,82,84,90,79,68,72
2007,83,77,81,89,74,82,86,77,87,83,74,65
2008,67,58,57,66,67,56,69,65,59,58,42,42
2009,45,41,36,48,49,46,48,44,48,52,43,42
2010,58,39,45,65,50,47,53,54,50,46,54,48
2011,57,50,55,72,64,56,71,69,66,68,64,57
2012,75,61,69,71,62,62,78,69,81,92,74,75
2013,73,72,73,91,80,86,83,99,100,107,81,77
2014,88,80,89,108,94,89,105,103,113,104,91,94
2015,118,133,143,135,118,106,129,109,108,120,117,99
2016,112,111,103,147,110,109,144,131,122,114,111,114
2017,101,116,125,155,123,133,145,141,162,169,144,156
2018,151,148,163,172,164,156,172,162,164,180,160,151
2019,148,140,135,163,164,144,146,141,134,129,121,111
2020,130,114,106,103,90,99,141,115,109,133,110,99
2021,102,122,129,188,179,181,218,193,195,259,185,213
