Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,67,51,57,65,53,57,72,86,70,65,43,48
2002,63,28,34,50,54,55,61,59,59,61,35,30
2003,42,31,30,34,42,43,49,57,57,42,41,32
2004,43,40,36,41,43,49,67,61,51,47,55,43
2005,67,33,49,46,50,46,69,60,66,67,51,46
2006,54,43,47,42,61,59,66,80,72,58,49,36
2007,51,36,49,50,48,60,48,56,47,50,43,31
2008,53,43,34,49,40,46,55,58,54,51,34,30
2009,40,27,25,34,29,47,38,55,51,38,26,25
2010,31,27,47,39,35,44,50,56,39,37,27,30
2011,35,34,33,40,42,38,38,55,50,36,31,28
2012,45,40,33,38,36,42,47,49,49,34,28,30
2013,43,28,31,40,44,36,45,50,61,44,38,31
2014,43,39,39,48,50,63,55,70,80,41,49,53
2015,55,38,38,42,53,56,55,77,63,40,38,52
2016,48,44,41,42,47,62,65,70,70,62,55,40
2017,61,41,46,39,61,60,63,72,66,66,41,38
2018,52,36,40,62,59,61,71,76,68,48,40,51
2019,59,39,57,50,49,68,60,110,80,69,56,48
2020,63,53,40,34,32,58,46,67,70,65,50,39
2021,71,56,68,70,71,71,77,109,109,88,75,82
