Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,50,30,36,40,34,37,40,37,34,34,31,23
2002,40,24,28,33,27,30,36,44,41,25,29,28
2003,46,25,29,31,28,29,38,39,40,41,27,24
2004,43,25,34,35,30,38,47,51,50,38,30,34
2005,40,31,33,33,44,41,43,49,62,47,40,39
2006,44,40,30,36,39,41,43,48,44,46,36,34
2007,41,30,35,35,41,47,53,46,39,41,31,44
2008,41,35,35,35,50,42,51,44,44,42,32,34
2009,31,27,24,22,20,27,25,36,31,22,24,16
2010,22,21,19,22,27,25,24,29,26,22,18,17
2011,23,15,20,22,22,26,32,33,25,26,19,24
2012,20,15,19,24,25,29,35,30,19,30,19,17
2013,26,25,21,25,24,29,32,37,32,32,24,28
2014,27,24,28,26,32,29,38,45,35,39,26,27
2015,34,29,34,33,31,39,35,43,43,36,37,37
2016,33,28,42,41,43,40,50,53,54,41,33,37
2017,45,34,41,39,45,52,54,60,50,50,41,41
2018,43,37,43,42,47,49,63,70,60,55,50,44
2019,48,47,48,53,48,62,71,72,55,64,44,44
2020,44,42,37,25,28,36,51,52,44,43,32,43
2021,43,37,52,58,58,52,59,71,75,61,54,51
