Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,74,69,70,70,83,74,76,65,69,69,55,38
2002,66,45,64,70,60,70,81,69,93,74,49,38
2003,85,48,52,65,63,81,77,68,79,84,53,49
2004,67,51,73,78,71,86,86,72,81,79,57,55
2005,81,62,80,73,80,95,95,91,95,90,73,67
2006,86,65,63,70,81,100,106,87,105,86,74,70
2007,64,55,77,79,78,92,82,83,78,88,61,44
2008,63,58,66,78,73,83,82,81,86,80,59,50
2009,51,54,49,55,64,62,69,59,64,63,44,36
2010,53,43,54,53,59,71,57,55,61,66,45,35
2011,61,44,54,58,60,76,64,61,89,52,67,43
2012,49,56,51,66,67,74,64,57,55,66,46,28
2013,57,49,50,53,57,62,70,62,75,60,56,46
2014,55,47,63,61,64,69,78,64,79,66,51,45
2015,50,47,58,59,69,77,76,65,67,77,63,50
2016,59,52,60,76,78,89,78,74,85,68,65,48
2017,66,58,65,80,81,81,99,82,88,82,72,61
2018,74,67,64,80,77,87,93,96,87,87,79,67
2019,86,54,78,97,81,92,99,88,96,95,71,70
2020,100,71,67,55,107,128,111,79,86,86,76,46
2021,68,69,74,87,90,114,122,98,93,87,74,53
