Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,28,24,34,37,42,38,31,36,32,32,28,23
2002,60,26,29,36,50,36,35,31,28,29,27,24
2003,31,19,28,33,38,37,33,29,28,30,27,27
2004,32,25,33,38,45,42,37,32,33,33,29,26
2005,31,27,31,36,38,39,37,34,34,32,28,28
2006,40,29,31,34,38,40,30,34,37,31,28,22
2007,34,23,32,37,38,41,32,33,34,33,29,25
2008,31,26,27,32,32,38,32,31,28,30,23,18
2009,26,20,24,26,27,30,26,24,28,23,30,19
2010,20,17,26,29,29,30,28,25,24,25,24,17
2011,21,19,24,33,34,35,28,29,28,31,26,20
2012,27,23,29,35,34,29,30,30,28,25,21,18
2013,25,22,25,34,35,35,27,35,32,28,26,21
2014,29,23,26,34,34,34,33,32,32,31,22,21
2015,27,21,28,33,32,33,29,34,33,27,27,21
2016,22,20,30,27,27,34,30,38,34,29,25,20
2017,27,23,28,34,36,34,44,40,38,30,27,22
2018,26,24,31,36,43,41,38,43,40,32,29,25
2019,31,25,35,35,36,34,32,35,37,30,29,23
2020,31,24,28,19,44,43,38,38,36,35,29,21
2021,28,24,29,30,37,46,45,36,38,38,31,26
