Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,12,5,8,8,7,8,13,9,7,10,11,8
2002,13,6,6,7,6,9,10,9,8,8,8,10
2003,12,6,6,6,7,8,11,9,8,10,7,10
2004,14,8,8,9,5,8,9,9,9,9,10,11
2005,12,6,7,8,5,9,7,7,8,9,6,9
2006,10,5,4,5,6,7,7,6,8,12,5,9
2007,11,6,5,6,5,5,6,10,7,8,11,9
2008,12,7,6,5,6,8,9,11,8,8,8,12
2009,13,7,8,10,8,9,9,12,9,9,8,11
2010,10,5,6,6,6,8,9,8,7,9,11,11
2011,9,6,5,6,6,6,7,8,7,8,8,8
2012,8,5,5,5,7,6,9,7,7,8,8,7
2013,8,4,6,6,6,7,8,8,8,6,6,8
2014,9,4,4,5,5,6,7,6,6,6,5,9
2015,8,5,4,4,4,6,6,8,9,7,7,9
2016,9,5,5,7,5,6,6,8,8,5,7,9
2017,9,5,5,6,5,7,7,12,10,7,8,7
2018,10,4,6,4,5,9,7,7,9,8,8,8
2019,8,4,5,10,5,7,5,7,10,8,10,10
2020,9,4,62,46,7,7,4,5,7,8,10,14
2021,10,5,4,7,5,5,4,5,7,6,8,6
