Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,33,15,17,25,21,22,28,27,21,32,28,25
2002,30,15,18,22,26,36,35,23,23,30,21,29
2003,39,20,18,22,25,30,26,34,20,22,19,25
2004,32,18,16,23,20,23,19,24,19,27,17,23
2005,30,16,21,18,30,23,25,26,18,22,16,23
2006,26,13,16,23,23,21,22,25,23,26,19,21
2007,25,14,24,24,24,19,26,25,24,21,17,25
2008,23,24,16,21,21,26,26,32,21,21,24,29
2009,30,26,24,23,21,25,30,25,26,33,22,18
2010,22,13,14,28,20,23,22,20,20,19,15,18
2011,28,23,14,18,19,15,24,28,20,20,20,24
2012,25,18,15,16,22,21,20,23,23,28,17,17
2013,26,15,14,15,18,27,20,20,25,23,15,22
2014,25,13,17,20,19,16,17,30,25,20,22,21
2015,26,17,16,23,20,19,20,23,21,34,18,24
2016,24,22,21,23,23,20,17,21,18,21,18,20
2017,22,14,14,16,20,18,19,22,19,21,17,19
2018,23,13,14,18,17,17,20,24,24,28,24,36
2019,25,17,19,19,21,21,21,23,19,18,17,21
2020,21,20,133,76,29,29,22,18,13,17,17,16
2021,23,12,14,11,13,17,15,19,16,16,21,17
