Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,22,16,18,24,20,25,24,25,22,26,17,18
2002,26,17,19,22,21,27,28,20,32,31,17,17
2003,25,14,17,18,23,23,22,14,22,21,13,14
2004,19,17,19,17,24,27,21,19,23,21,15,16
2005,18,19,22,20,20,26,21,17,25,21,16,15
2006,21,19,18,21,22,29,26,18,29,24,17,13
2007,25,19,19,22,22,27,25,18,26,24,18,14
2008,18,19,16,18,17,23,22,17,21,20,13,11
2009,19,14,15,17,17,21,21,16,18,18,13,14
2010,19,10,16,17,16,22,20,16,17,19,14,12
2011,20,14,14,18,27,21,20,18,19,21,14,12
2012,17,15,14,16,20,21,19,17,20,23,17,12
2013,17,17,15,17,18,21,21,19,24,17,15,11
2014,21,14,15,18,19,23,21,16,24,19,17,13
2015,21,16,16,18,20,22,22,18,28,20,16,16
2016,19,16,18,22,18,21,23,19,20,19,15,13
2017,25,16,19,20,19,21,27,21,24,27,17,17
2018,24,20,22,24,21,34,23,19,31,27,17,16
2019,25,22,19,22,21,29,35,22,28,28,18,19
2020,28,20,18,12,18,19,29,22,20,22,18,11
2021,20,18,19,18,15,23,30,21,25,24,20,14
