Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,3.9,3.2,2.9,3.4,2.9,3.6,3.8,2.9,3.1,3.0,2.1,2.4
2002,3.6,2.1,2.6,2.6,2.3,2.4,2.6,2.1,2.2,2.4,1.9,1.9
2003,3.5,2.0,2.0,2.3,2.6,2.4,2.6,1.7,2.4,2.5,1.8,2.3
2004,2.2,2.3,2.1,2.4,2.6,2.5,2.8,2.1,2.5,2.8,2.1,2.3
2005,2.4,2.4,2.5,3.0,2.4,2.9,2.9,2.3,2.8,2.5,2.2,2.4
2006,2.9,2.6,2.8,3.1,2.9,3.1,2.9,2.3,3.1,3.0,2.7,2.5
2007,3.1,3.1,3.1,3.5,2.7,3.0,3.4,2.4,3.2,3.5,2.6,2.6
2008,2.6,2.6,2.7,2.7,2.5,2.6,2.8,2.1,2.2,2.4,2.0,1.8
2009,2.0,1.9,1.4,1.5,1.5,1.7,1.6,1.5,2.1,2.3,2.4,2.3
2010,3.5,2.0,2.0,2.5,1.9,2.4,2.5,2.2,1.8,2.7,1.7,1.9
2011,2.1,2.0,1.8,2.9,2.2,2.4,2.4,2.0,2.4,2.2,1.9,2.2
2012,3.0,2.3,2.6,2.5,2.4,2.7,2.5,2.0,2.5,3.2,2.2,2.0
2013,2.3,2.5,2.6,2.6,2.1,2.3,2.5,2.0,2.1,2.4,1.8,1.8
2014,2.5,2.5,2.4,2.8,2.9,3.4,3.2,2.8,3.5,3.4,2.9,3.3
2015,3.5,3.1,2.8,3.6,3.1,3.7,3.9,3.0,3.4,3.8,3.2,3.3
2016,4.0,3.3,3.4,4.6,3.2,3.6,4.3,3.0,3.3,3.3,3.2,2.7
2017,3.7,3.3,3.6,3.5,3.2,4.1,3.9,2.9,3.8,3.1,2.7,2.4
2018,4.1,2.8,3.0,3.3,3.5,3.5,3.7,2.9,3.7,3.8,2.8,2.8
2019,3.5,3.8,3.6,3.8,3.6,3.9,4.3,3.4,4.3,4.8,3.5,2.9
2020,3.6,4.0,3.1,4.1,2.6,3.9,5.2,3.7,3.7,4.0,3.6,2.9
2021,4.2,4.2,3.9,5.5,3.7,5.4,6.6,4.7,5.0,5.4,4.8,4.2
