Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,155,132,147,177,163,162,161,199,149,142,159,101
2002,133,142,123,152,132,142,143,144,151,143,107,102
2003,148,111,117,165,146,145,147,153,150,160,113,106
2004,147,118,139,195,199,158,171,176,149,162,137,113
2005,161,140,145,168,161,154,192,188,157,147,127,100
2006,138,141,138,160,173,180,168,200,171,208,151,98
2007,198,150,165,194,190,215,188,214,172,193,172,115
2008,147,139,138,166,163,179,170,159,137,147,92,80
2009,124,105,95,136,128,110,118,113,132,134,109,81
2010,103,98,137,171,139,125,129,146,113,135,118,89
2011,105,106,112,128,121,123,150,166,139,171,135,97
2012,141,134,112,171,174,165,171,180,167,165,112,115
2013,149,130,146,177,178,168,173,191,162,167,146,101
2014,154,140,173,165,170,164,158,172,159,178,140,112
2015,131,132,154,206,175,187,185,200,195,199,157,128
2016,165,180,196,195,168,169,205,221,172,187,149,104
2017,148,122,144,178,213,207,193,218,164,235,211,120
2018,196,166,193,221,245,244,219,244,198,237,189,153
2019,198,206,238,281,260,276,249,255,274,217,200,160
2020,212,195,154,157,272,263,290,263,224,262,166,156
2021,207,196,222,221,275,338,263,261,223,238,201,164
