Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,134,98,136,174,150,143,141,179,143,171,118,108
2002,136,112,137,172,162,171,168,143,158,174,132,93
2003,139,116,129,181,163,172,166,154,164,165,127,105
2004,133,116,157,174,170,182,169,165,145,154,156,102
2005,148,109,130,174,143,157,144,160,149,152,129,113
2006,140,127,135,143,154,174,161,154,155,148,142,99
2007,135,118,139,147,142,144,141,149,135,137,116,106
2008,126,128,139,150,129,133,124,126,116,120,103,77
2009,119,100,125,103,115,118,108,113,122,128,92,75
2010,89,79,123,149,123,116,134,133,106,118,107,107
2011,135,94,130,112,125,127,122,142,159,153,118,94
2012,114,95,116,146,158,133,126,145,138,131,107,98
2013,174,110,98,116,134,133,130,150,123,115,114,94
2014,123,90,120,124,127,168,158,158,142,133,103,99
2015,144,96,115,137,170,152,138,175,136,143,129,111
2016,108,109,122,155,145,152,127,134,131,146,125,99
2017,137,122,138,168,169,181,167,178,141,140,120,103
2018,124,100,118,131,152,173,154,163,132,187,153,113
2019,145,130,139,169,165,185,173,166,154,207,142,155
2020,167,118,112,83,134,292,156,215,148,195,168,111
2021,145,130,146,164,158,201,191,208,177,181,136,134
