Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,63,54,59,69,60,55,53,47,47,49,41,39
2002,51,33,42,43,37,34,41,40,41,49,42,29
2003,53,36,34,40,39,40,43,40,37,46,37,28
2004,37,41,43,52,49,37,48,46,52,56,43,44
2005,42,39,37,46,39,39,51,42,49,51,45,42
2006,55,46,46,71,49,50,57,59,56,64,58,52
2007,57,57,56,56,49,52,56,55,46,55,44,41
2008,59,45,49,52,47,43,48,58,43,48,41,43
2009,42,43,37,36,40,33,31,38,45,43,32,32
2010,36,34,32,68,45,36,43,47,37,41,35,27
2011,39,32,34,44,36,34,41,35,40,42,35,33
2012,44,37,43,46,42,36,42,43,40,45,38,36
2013,45,37,41,47,37,43,38,46,43,41,41,35
2014,46,39,45,57,49,47,53,54,53,57,45,43
2015,56,46,42,53,55,46,62,52,58,62,57,55
2016,63,51,58,61,59,61,67,60,61,57,58,58
2017,70,63,64,93,64,63,70,70,67,72,62,56
2018,67,56,61,73,68,67,76,74,72,73,58,57
2019,62,57,62,70,70,60,66,68,66,84,61,58
2020,68,63,59,55,59,56,63,61,60,70,60,59
2021,71,68,89,112,108,104,111,105,99,106,108,98
