Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,64,36,38,48,46,58,69,71,52,82,56,75
2002,88,54,52,50,77,71,56,55,50,55,63,72
2003,114,46,37,64,53,67,65,82,89,73,45,61
2004,63,50,48,74,73,66,53,102,43,80,42,54
2005,112,68,43,58,64,51,46,60,50,46,38,58
2006,62,76,37,57,41,50,39,67,40,51,65,50
2007,58,55,51,75,62,47,55,67,82,65,81,75
2008,97,38,37,54,42,79,64,73,48,78,89,94
2009,102,64,61,67,56,65,75,85,59,68,57,42
2010,80,33,40,59,44,55,77,50,66,61,41,42
2011,63,32,30,45,49,55,53,76,39,56,62,79
2012,65,66,56,59,62,56,35,57,59,52,57,53
2013,73,47,45,46,43,76,47,62,65,50,33,79
2014,73,32,45,45,38,49,50,54,54,50,48,42
2015,63,38,46,46,44,50,49,68,73,67,64,48
2016,73,48,50,35,50,53,48,59,46,65,50,51
2017,57,30,33,41,55,41,62,64,51,62,79,65
2018,75,56,65,55,78,54,66,80,70,64,64,70
2019,93,68,58,82,75,77,72,72,86,67,48,70
2020,75,57,397,193,67,68,59,64,58,45,60,70
2021,65,47,42,35,53,55,82,81,60,46,42,56
