Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,13,4,4,8,5,5,7,9,6,10,7,6
2002,10,4,5,8,6,5,8,10,6,6,6,6
2003,9,6,4,8,10,6,9,12,7,8,7,7
2004,9,5,4,7,5,8,5,9,6,7,5,6
2005,10,6,6,8,5,6,7,7,7,6,6,7
2006,8,5,4,9,5,5,7,10,9,7,7,7
2007,10,5,6,8,7,6,7,9,8,7,6,7
2008,8,4,4,6,5,5,8,10,7,8,7,9
2009,10,10,7,8,8,7,11,10,7,8,7,8
2010,8,5,4,5,6,6,8,9,6,7,5,6
2011,8,4,5,6,6,6,7,10,8,8,6,7
2012,8,6,5,7,6,6,5,10,8,8,8,7
2013,7,5,4,6,6,7,6,8,7,8,4,7
2014,8,5,8,6,6,5,5,9,6,6,6,6
2015,6,5,4,5,5,5,5,8,7,7,5,5
2016,12,4,5,6,8,7,7,8,6,6,5,5
2017,10,6,4,6,8,7,8,8,6,7,7,7
2018,10,4,5,7,6,6,11,11,6,6,6,10
2019,8,4,4,9,8,6,8,9,8,6,6,7
2020,6,5,38,37,8,8,6,6,8,5,5,6
2021,7,5,9,11,5,6,6,6,6,6,4,8
