Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,71,50,73,76,66,71,74,80,72,59,40,47
2002,58,38,43,49,40,47,55,62,50,46,39,37
2003,49,36,33,48,48,38,49,65,46,42,43,33
2004,55,30,45,45,44,52,59,64,47,48,41,44
2005,44,42,46,46,52,54,60,57,50,51,38,38
2006,58,43,50,51,52,57,69,67,59,56,44,46
2007,53,45,50,48,54,48,48,80,56,56,43,40
2008,43,38,34,42,39,50,45,64,51,38,30,29
2009,34,31,28,30,27,30,33,39,36,34,21,29
2010,33,24,27,30,31,32,41,44,42,34,24,27
2011,28,26,33,36,35,31,45,49,37,39,32,29
2012,36,29,30,41,39,46,45,55,41,46,33,35
2013,43,28,32,47,49,42,46,64,57,64,43,36
2014,44,38,45,47,52,51,56,61,53,50,36,36
2015,49,32,48,49,44,53,50,71,54,46,42,49
2016,44,43,46,45,52,52,49,62,69,52,46,42
2017,50,44,47,50,59,50,56,68,66,50,43,46
2018,50,44,50,59,63,66,52,78,54,63,52,51
2019,53,44,49,60,56,70,75,73,72,56,47,54
2020,49,40,38,36,31,47,63,56,50,51,47,51
2021,47,40,50,61,63,93,79,87,73,66,68,74
