Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,85,55,53,73,69,67,80,81,63,71,51,49
2002,65,42,54,67,63,58,77,69,65,62,47,46
2003,55,37,45,49,51,52,68,61,60,62,46,46
2004,61,39,43,51,52,55,71,69,55,62,54,51
2005,56,41,44,60,62,57,72,68,66,66,43,46
2006,63,49,54,65,82,78,71,76,64,77,67,52
2007,79,61,55,77,74,57,77,81,62,66,51,54
2008,74,52,51,60,59,56,68,66,61,62,41,33
2009,44,30,40,42,38,38,47,42,39,44,28,28
2010,38,33,29,53,47,46,46,51,53,48,32,34
2011,46,32,46,42,47,49,51,58,44,47,36,33
2012,59,38,38,49,55,48,58,66,53,51,36,48
2013,62,44,45,59,57,58,62,69,50,49,46,43
2014,62,48,57,51,62,59,65,68,56,68,45,44
2015,73,39,54,53,67,69,92,96,68,68,64,61
2016,69,63,64,85,109,102,101,90,82,67,52,53
2017,63,57,72,65,88,76,90,79,70,86,52,59
2018,79,69,99,82,115,89,124,101,97,103,68,72
2019,81,88,76,74,74,79,99,93,66,78,59,76
2020,91,63,57,61,71,77,95,97,84,85,64,76
2021,83,67,94,102,99,84,101,122,97,96,96,100
