Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,3.7,4.3,3.7,4.3,4.0,3.7,4.3,3.7,3.9,4.0,3.3,2.8
2002,3.7,3.2,3.2,3.7,3.3,3.5,3.4,3.5,3.6,3.9,3.0,2.6
2003,3.0,2.9,3.3,3.2,3.2,3.3,3.4,2.7,3.2,3.1,2.4,2.5
2004,3.2,3.3,2.7,3.4,3.3,2.8,4.0,2.9,3.9,3.6,2.3,3.1
2005,3.5,3.5,3.2,4.2,3.3,3.0,3.8,3.1,3.3,2.8,2.7,2.8
2006,3.4,2.8,3.2,4.0,3.3,3.5,3.2,3.2,3.1,3.2,3.3,3.4
2007,3.6,3.1,3.5,3.8,3.4,3.2,3.9,3.3,3.6,3.4,2.7,2.6
2008,3.6,2.8,2.9,3.4,2.8,2.9,3.5,2.4,2.4,2.8,2.2,2.2
2009,2.6,1.8,1.8,2.2,1.7,1.6,1.9,2.2,2.1,2.0,1.7,1.9
2010,4.0,1.6,2.1,3.5,2.4,2.1,3.0,2.4,2.9,2.8,2.2,2.2
2011,2.5,2.2,2.4,2.9,3.0,3.0,3.5,2.9,3.0,2.7,2.9,3.0
2012,3.5,2.6,3.1,3.2,3.0,2.7,2.9,2.5,2.9,3.2,2.8,2.4
2013,3.6,2.7,2.8,3.5,3.3,2.7,2.9,2.8,2.6,3.0,2.6,2.5
2014,2.7,2.8,3.1,3.5,3.6,3.8,4.0,4.4,3.0,3.5,3.1,3.6
2015,4.1,3.9,3.7,4.4,4.3,4.1,4.6,3.8,3.8,4.3,4.1,3.6
2016,4.4,4.2,4.2,4.3,3.6,3.7,4.5,4.0,3.8,4.1,3.8,3.6
2017,3.6,3.8,3.9,4.5,4.1,4.6,4.9,3.9,3.9,3.8,3.7,4.0
2018,4.8,3.8,4.0,4.6,4.5,4.8,5.5,4.8,4.9,4.9,4.7,4.6
2019,5.2,4.5,5.0,4.8,4.5,4.9,5.2,4.6,4.8,5.4,4.2,4.7
2020,5.9,5.0,4.3,4.2,4.2,5.3,6.4,4.9,5.2,5.7,4.5,4.4
2021,5.4,5.8,7.0,7.9,6.8,7.2,8.8,7.3,7.2,8.2,6.2,6.9
