Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,21,9,12,14,10,10,12,33,17,17,11,10
2002,15,13,6,16,9,13,14,12,13,15,16,12
2003,16,11,8,11,9,11,13,14,13,12,14,11
2004,18,12,11,14,12,10,11,12,16,12,10,11
2005,16,10,11,12,11,11,12,12,15,18,11,11
2006,15,9,14,14,10,11,12,12,19,12,10,9
2007,15,7,9,12,9,13,13,13,13,14,11,11
2008,17,11,10,11,10,16,18,15,13,16,16,17
2009,22,13,14,17,14,12,18,14,14,12,12,14
2010,16,10,10,11,11,14,14,14,15,19,10,18
2011,11,8,7,9,10,16,12,14,13,10,11,9
2012,12,9,7,9,14,12,17,16,12,12,11,9
2013,14,7,9,12,10,13,17,13,14,9,11,11
2014,12,8,9,8,9,12,11,10,11,9,8,9
2015,18,7,11,9,9,14,16,11,12,13,12,11
2016,12,7,7,9,13,15,8,12,10,10,10,8
2017,11,6,6,7,8,8,8,10,13,12,7,8
2018,9,7,8,8,7,9,8,10,7,8,7,9
2019,9,5,7,9,12,10,11,12,13,12,9,11
2020,11,8,68,50,13,14,11,9,8,9,25,14
2021,11,9,8,12,7,10,8,15,7,8,8,9
