Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,140,82,47,51,72,92,70,81,136,98,100,110
2002,111,66,71,64,63,93,83,99,107,111,104,96
2003,115,81,60,73,62,65,77,95,70,97,96,95
2004,136,66,85,67,65,89,108,93,105,106,114,103
2005,114,72,76,64,61,72,72,77,94,72,114,122
2006,115,65,67,57,62,56,49,74,89,93,71,105
2007,95,54,66,94,82,80,80,113,68,77,83,98
2008,84,72,42,70,79,64,48,63,82,98,93,111
2009,112,76,86,104,79,75,117,76,53,69,78,104
2010,98,73,49,75,79,72,85,77,97,68,95,93
2011,90,45,45,75,97,71,89,80,65,68,62,76
2012,79,54,57,68,87,62,62,74,54,63,64,99
2013,54,54,41,49,68,57,49,92,89,50,66,114
2014,105,57,61,58,68,65,58,71,79,75,93,65
2015,92,62,55,72,62,56,95,69,72,82,74,94
2016,150,80,76,68,48,66,73,73,58,57,104,112
2017,137,65,65,69,57,73,73,78,76,84,99,78
2018,96,45,62,54,80,69,65,71,73,108,86,100
2019,81,46,47,41,47,61,74,70,52,55,50,86
2020,83,50,540,299,78,79,73,73,94,108,135,113
2021,111,81,50,62,75,38,49,49,58,49,55,63
