Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,33,20,22,32,27,24,27,26,21,31,23,18
2002,26,20,29,31,26,22,27,28,25,21,16,23
2003,28,18,19,22,23,24,30,27,31,34,17,18
2004,28,19,28,30,28,29,39,37,25,27,20,21
2005,26,20,25,32,30,32,30,35,34,34,29,25
2006,29,27,27,26,36,28,32,37,31,34,25,28
2007,30,23,31,36,40,37,41,42,34,42,24,28
2008,30,27,25,29,38,29,33,36,24,25,19,24
2009,23,18,17,24,21,21,23,26,18,17,19,12
2010,15,15,13,18,22,18,18,23,21,17,15,19
2011,20,15,20,20,30,23,22,27,23,21,16,19
2012,19,18,19,23,29,27,25,23,24,25,19,25
2013,28,23,24,28,27,23,27,30,23,24,20,22
2014,25,24,27,28,29,28,31,28,30,26,20,22
2015,25,28,26,31,33,30,28,32,32,29,23,26
2016,32,24,27,35,39,33,39,44,37,35,29,35
2017,43,28,34,43,44,46,39,49,52,54,41,45
2018,49,33,44,53,63,53,64,60,54,49,38,46
2019,52,39,56,56,51,52,46,53,43,40,34,37
2020,44,30,26,21,24,32,42,49,39,34,28,32
2021,43,38,38,47,35,48,48,52,63,47,48,48
