Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,14,9,8,13,9,9,13,12,14,14,9,8
2002,14,7,8,12,9,10,11,12,12,11,9,7
2003,12,10,7,9,8,8,11,12,12,10,8,9
2004,14,8,9,11,8,9,13,11,12,13,10,9
2005,14,8,7,9,8,12,12,13,12,13,9,10
2006,15,9,10,10,10,12,14,14,13,12,10,10
2007,18,10,8,10,9,10,13,14,13,12,8,8
2008,13,10,8,11,10,8,11,12,11,9,6,6
2009,8,5,6,6,5,6,7,7,7,7,6,5
2010,8,7,5,6,6,7,7,8,9,9,6,7
2011,7,6,6,8,8,8,12,10,11,8,6,6
2012,9,7,7,8,7,9,9,10,10,8,6,6
2013,10,8,6,7,7,9,9,10,11,9,7,8
2014,9,8,8,7,7,10,10,13,13,12,8,8
2015,15,9,9,10,8,10,11,16,14,13,9,10
2016,13,9,9,10,10,11,11,15,14,12,9,9
2017,12,10,11,10,11,11,14,14,13,15,10,9
2018,11,10,11,11,10,12,13,16,16,14,11,10
2019,14,12,11,13,13,12,14,16,15,14,11,11
2020,15,10,8,9,8,8,12,16,13,15,11,11
2021,15,10,11,16,11,11,15,18,15,15,15,14
