Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,16,7,11,14,9,11,14,13,12,14,24,13
2002,15,8,9,15,7,18,15,14,12,18,14,11
2003,16,8,8,15,9,9,12,11,20,13,11,13
2004,17,9,9,13,7,14,10,12,24,14,13,13
2005,14,9,11,11,8,12,8,11,14,13,10,11
2006,11,8,6,9,7,9,8,9,12,16,7,11
2007,14,8,8,11,7,8,8,13,12,13,15,10
2008,14,10,9,8,9,13,9,15,15,12,13,21
2009,16,11,11,14,13,13,12,14,15,17,13,16
2010,14,7,11,7,12,10,11,9,13,12,14,12
2011,11,7,7,9,9,9,9,9,12,11,12,13
2012,9,11,9,12,12,8,8,8,11,10,11,15
2013,11,6,11,14,10,9,8,10,12,8,7,9
2014,12,5,6,16,19,7,8,11,11,9,9,13
2015,10,7,6,9,7,8,6,11,12,8,10,12
2016,11,6,8,12,7,8,7,11,9,7,8,10
2017,9,8,6,10,8,9,9,15,14,10,11,9
2018,12,5,13,8,7,10,9,11,13,9,11,10
2019,8,5,7,10,9,9,6,11,12,9,12,11
2020,9,7,62,49,11,11,6,9,9,14,13,12
2021,9,6,6,7,5,6,5,8,10,8,13,6
