Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,54,43,53,65,67,71,62,55,67,66,40,48
2002,52,36,43,56,52,55,62,56,57,51,45,38
2003,54,37,40,51,51,57,58,53,68,59,51,42
2004,60,35,45,60,58,57,60,56,74,61,59,54
2005,61,45,47,66,54,63,62,51,73,49,45,38
2006,66,40,55,64,66,60,70,58,62,56,46,39
2007,54,44,47,58,60,57,66,65,60,53,53,40
2008,47,38,48,62,50,61,50,54,56,51,42,37
2009,47,31,42,49,53,55,49,50,45,46,45,34
2010,41,39,41,62,66,45,51,45,50,39,35,31
2011,36,29,38,46,46,61,51,37,43,39,33,28
2012,41,35,47,46,44,52,42,40,49,35,37,29
2013,44,32,39,45,43,49,53,46,40,38,32,28
2014,38,30,35,45,46,44,50,45,58,53,37,42
2015,40,37,40,47,47,52,58,59,61,50,50,37
2016,43,38,56,56,50,60,53,67,60,48,51,43
2017,55,38,45,79,75,62,59,42,57,65,46,32
2018,46,32,41,59,62,59,57,58,49,52,52,39
2019,50,36,64,71,61,66,57,59,54,65,61,38
2020,60,54,46,45,127,124,68,80,62,58,50,38
2021,51,47,55,82,69,94,64,62,67,61,61,43
