Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,26,20,12,16,25,20,17,34,31,26,24,22
2002,25,15,14,23,17,18,24,24,21,29,18,18
2003,25,15,14,21,14,26,17,24,21,18,19,20
2004,25,15,14,16,14,16,19,21,17,19,19,17
2005,23,17,17,17,14,19,33,20,18,17,16,24
2006,22,13,14,16,21,20,18,18,16,16,17,21
2007,22,13,15,21,16,16,28,23,18,24,17,25
2008,31,15,12,20,15,18,22,20,27,26,25,28
2009,29,19,20,21,26,19,16,28,20,22,15,30
2010,24,19,14,20,16,23,27,19,19,14,16,20
2011,28,10,15,13,19,20,16,17,21,15,13,18
2012,16,13,17,11,17,17,14,23,18,14,16,15
2013,18,11,10,12,14,13,12,22,17,12,13,21
2014,22,12,11,11,14,13,14,18,21,15,16,19
2015,20,12,17,13,16,21,17,18,16,21,13,15
2016,22,13,16,14,26,22,18,18,12,15,14,24
2017,26,12,13,14,12,36,11,28,21,15,13,17
2018,20,12,15,12,17,15,13,19,19,20,15,16
2019,21,13,11,12,14,15,14,18,17,14,16,15
2020,21,15,115,62,12,22,15,14,13,14,15,10
2021,17,11,11,7,17,16,10,13,13,10,10,11
