Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,23,21,17,24,21,18,17,19,17,14,13,13
2002,20,12,12,15,12,12,14,16,14,15,13,9
2003,15,12,11,15,14,13,13,14,12,14,12,11
2004,13,13,13,16,15,10,14,16,16,17,12,12
2005,14,13,13,17,14,15,16,18,18,17,15,13
2006,15,16,15,22,16,17,16,22,22,19,19,16
2007,18,17,17,19,16,16,16,19,18,16,15,12
2008,23,14,13,16,15,14,16,18,14,14,12,11
2009,11,12,9,11,11,12,10,11,11,11,9,8
2010,11,11,10,17,13,12,14,16,13,12,12,10
2011,12,12,13,15,13,13,12,14,13,13,12,10
2012,15,14,13,17,15,15,14,19,15,15,14,12
2013,13,13,15,15,15,14,13,16,16,15,13,12
2014,13,16,13,16,17,15,18,20,16,16,14,15
2015,14,16,16,20,20,15,19,18,20,21,17,19
2016,18,18,19,19,19,19,19,21,23,19,17,18
2017,18,21,20,31,20,20,22,25,22,21,20,20
2018,18,24,23,24,27,23,26,27,27,24,23,22
2019,26,24,24,24,24,24,22,28,26,26,21,20
2020,22,23,19,18,23,27,22,22,21,26,21,19
2021,23,26,28,34,38,46,39,40,39,40,35,34
