Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,148,117,114,142,114,104,123,105,88,80,76,75
2002,102,65,76,89,74,75,88,80,72,103,79,59
2003,94,61,59,72,74,83,86,78,75,89,75,70
2004,73,70,97,89,92,76,93,83,86,108,79,84
2005,97,91,79,99,92,91,101,91,98,106,88,92
2006,110,110,109,129,110,106,110,110,107,114,95,96
2007,100,98,104,107,97,102,97,104,95,103,96,76
2008,104,83,78,86,90,81,98,99,81,96,76,64
2009,68,70,62,67,77,82,72,73,83,79,65,63
2010,87,64,72,103,92,84,105,99,89,118,82,65
2011,82,77,85,88,76,81,94,82,81,86,68,72
2012,86,81,89,86,85,87,90,99,81,97,85,78
2013,98,84,105,97,93,106,95,115,110,111,97,91
2014,96,104,110,121,127,129,124,157,123,150,123,126
2015,141,134,139,180,150,121,151,149,143,167,148,145
2016,142,124,137,141,141,134,168,151,157,159,133,147
2017,148,170,153,155,142,141,177,158,140,171,134,122
2018,144,135,143,165,160,154,175,163,178,187,195,179
2019,191,165,184,188,174,157,165,185,166,176,143,134
2020,165,173,134,130,120,139,171,145,145,173,154,131
2021,147,162,211,225,235,225,309,289,281,319,284,254
