Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,114,94,96,128,88,112,123,113,99,129,73,63
2002,99,80,80,104,107,107,122,134,111,123,75,60
2003,87,79,71,84,82,90,90,115,97,96,55,58
2004,76,72,73,105,84,110,114,138,113,108,74,87
2005,98,90,88,121,109,115,114,143,140,98,90,75
2006,109,83,95,122,97,110,140,143,112,99,99,84
2007,108,69,88,96,103,119,115,137,113,106,89,61
2008,98,72,72,106,92,102,120,94,95,86,60,64
2009,67,45,63,53,80,71,63,76,76,82,58,49
2010,74,55,64,69,66,91,86,102,97,83,55,67
2011,58,56,55,67,78,84,84,74,82,76,69,55
2012,85,59,61,75,77,99,88,118,83,67,64,57
2013,88,59,73,72,100,86,104,122,91,95,62,71
2014,97,60,66,104,83,77,101,119,92,104,77,81
2015,118,77,73,102,99,108,108,133,110,100,91,73
2016,126,93,81,78,85,98,127,156,121,116,101,96
2017,117,99,91,131,122,134,117,163,129,114,109,89
2018,108,98,113,116,119,130,134,143,109,104,81,97
2019,97,72,120,129,139,142,108,148,102,108,75,98
2020,116,94,67,67,60,109,123,122,109,84,91,82
2021,101,88,118,135,95,130,131,168,140,153,123,110
