Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,12,12,11,13,18,15,13,13,14,12,9,8
2002,10,9,10,11,10,10,10,10,9,9,8,7
2003,9,9,9,10,10,11,9,11,9,10,8,8
2004,10,9,9,11,11,10,10,9,9,10,8,10
2005,8,9,9,12,11,11,11,12,11,11,9,9
2006,12,10,11,13,12,12,11,13,13,10,10,10
2007,9,10,11,12,13,12,11,11,13,13,10,12
2008,11,11,11,10,12,12,9,11,11,10,7,8
2009,8,9,6,6,9,8,6,7,8,7,7,7
2010,7,7,8,8,9,10,9,9,9,9,8,8
2011,9,10,10,14,13,13,16,15,16,14,14,12
2012,14,13,16,14,16,16,15,15,17,17,14,14
2013,12,15,14,13,15,17,14,16,17,17,13,12
2014,15,15,15,19,18,20,20,20,20,19,16,16
2015,21,19,18,17,19,20,21,18,21,20,18,16
2016,16,18,17,17,19,18,22,18,19,16,16,15
2017,16,18,17,22,19,20,19,21,22,21,18,19
2018,21,21,22,21,26,25,22,24,26,26,22,24
2019,38,24,25,27,30,27,26,27,25,27,18,19
2020,22,23,19,16,20,17,19,19,19,21,16,17
2021,20,20,22,29,32,26,28,30,33,34,28,30
