Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,23,12,9,13,15,13,10,13,19,19,13,14
2002,18,11,8,11,11,14,11,12,15,11,11,13
2003,21,8,10,11,10,10,13,15,11,11,13,13
2004,19,10,9,10,8,11,10,13,13,12,13,13
2005,15,11,10,11,9,12,12,14,14,11,12,17
2006,13,8,8,10,10,11,9,14,11,10,14,16
2007,17,8,9,11,9,12,12,14,14,14,12,18
2008,16,9,8,12,11,12,11,12,15,15,17,20
2009,22,13,15,13,13,13,11,17,14,16,13,20
2010,16,11,10,11,12,15,18,16,16,11,18,17
2011,18,7,9,9,10,11,8,14,12,12,11,11
2012,11,8,9,10,11,15,9,16,17,12,12,12
2013,10,8,8,8,20,8,11,15,15,12,13,15
2014,16,9,8,11,10,10,9,10,12,15,15,14
2015,13,7,11,10,11,10,8,16,13,11,12,13
2016,18,9,11,9,10,14,12,13,9,17,13,17
2017,18,9,10,9,11,13,12,13,10,23,13,15
2018,19,8,10,9,11,11,9,13,14,15,14,14
2019,16,8,7,10,9,12,10,12,10,12,11,14
2020,16,11,76,33,13,15,10,13,11,12,13,9
2021,13,9,9,6,7,11,10,10,10,10,10,12
