Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,58,21,32,26,34,23,27,30,37,42,32,33
2002,45,79,20,22,21,21,32,24,28,34,32,36
2003,35,57,20,21,16,25,34,31,32,35,26,33
2004,38,18,26,22,22,18,29,23,35,28,23,28
2005,36,19,20,20,24,34,22,28,37,39,24,25
2006,36,21,31,26,46,25,23,27,31,31,27,23
2007,32,17,18,29,24,27,26,24,27,45,31,33
2008,39,21,23,27,22,31,33,37,35,44,38,54
2009,48,32,28,38,22,25,43,27,37,29,22,28
2010,45,16,20,20,28,17,31,24,28,33,25,40
2011,26,12,21,22,31,33,34,36,24,32,43,25
2012,35,19,17,17,37,34,25,28,21,46,16,20
2013,45,12,23,21,19,23,26,19,23,20,24,28
2014,28,14,17,19,17,29,22,17,19,19,20,25
2015,32,14,23,17,18,22,20,22,25,24,22,28
2016,23,22,16,18,23,17,19,20,19,20,23,22
2017,25,17,15,17,13,15,25,25,28,22,19,22
2018,28,19,23,17,23,29,20,23,28,25,25,24
2019,28,18,16,18,29,21,30,23,29,45,26,52
2020,30,19,152,208,28,32,26,24,35,21,44,33
2021,34,14,13,30,17,16,17,24,16,19,20,20
