Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,120,36,50,63,50,55,83,88,57,65,62,57
2002,92,41,34,51,38,51,75,53,92,47,35,63
2003,87,39,35,43,48,81,83,61,77,58,38,62
2004,71,45,58,65,33,65,67,97,64,84,56,87
2005,88,66,40,48,42,80,59,87,78,75,51,76
2006,61,32,37,39,64,71,56,50,60,91,40,67
2007,115,41,36,104,44,41,43,69,91,61,72,57
2008,101,61,71,44,53,79,78,105,89,63,45,79
2009,93,43,58,75,61,58,67,70,79,80,105,78
2010,65,48,57,46,53,56,71,46,55,62,47,71
2011,83,44,35,41,50,45,65,44,95,50,49,31
2012,53,41,40,48,88,61,70,65,66,69,77,105
2013,62,30,37,39,32,60,77,63,73,50,30,60
2014,93,44,24,33,34,53,93,54,49,51,32,87
2015,73,35,28,41,28,54,50,62,83,46,67,78
2016,73,56,32,41,51,41,40,104,40,31,33,71
2017,68,32,35,33,22,43,49,62,80,58,36,44
2018,61,35,34,33,40,44,48,78,54,55,39,71
2019,55,30,38,41,38,50,48,64,69,59,57,57
2020,101,46,502,261,59,68,46,71,68,67,89,91
2021,65,29,25,29,24,45,37,44,64,41,48,43
