Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,133,68,71,61,60,63,80,62,63,91,56,89
2002,99,43,57,74,55,46,68,80,64,62,41,94
2003,81,38,56,68,59,87,74,83,76,53,76,62
2004,65,52,41,48,45,62,86,81,58,79,82,85
2005,87,62,58,78,37,71,82,104,64,80,86,86
2006,65,66,45,49,62,64,59,56,58,82,96,80
2007,81,62,59,53,62,58,75,60,102,63,92,122
2008,81,59,48,55,45,58,67,59,62,84,88,128
2009,129,75,85,60,76,57,49,84,71,117,50,79
2010,72,37,47,43,30,61,69,72,65,65,72,103
2011,89,41,61,50,52,60,50,64,108,67,94,107
2012,115,67,46,50,51,52,37,67,61,54,49,58
2013,59,54,31,42,98,40,49,53,47,45,43,71
2014,97,46,30,46,56,37,51,58,49,68,54,101
2015,77,40,49,56,72,37,38,55,67,52,51,64
2016,73,36,96,54,40,47,42,51,49,45,36,59
2017,79,35,53,56,50,56,97,72,52,55,34,57
2018,68,38,26,64,70,43,56,43,58,40,54,49
2019,65,43,38,58,27,40,41,27,53,73,61,62
2020,46,57,509,316,74,70,51,39,43,51,105,60
2021,58,48,24,58,38,42,42,40,68,49,39,44
