Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,9,4,7,5,6,7,7,10,11,14,12,8
2002,8,5,4,7,6,8,7,8,11,11,13,8
2003,8,6,4,6,4,8,8,9,10,12,11,8
2004,8,5,5,7,7,7,6,7,11,11,10,8
2005,7,4,4,5,7,8,5,7,13,12,11,7
2006,7,4,4,7,6,7,5,7,12,12,8,6
2007,6,3,4,5,6,9,6,8,11,13,9,7
2008,7,4,5,4,6,7,6,9,12,16,11,9
2009,9,4,5,7,8,9,8,10,16,13,9,10
2010,8,3,4,6,8,7,6,8,11,17,8,8
2011,5,3,4,5,11,6,6,8,12,15,8,7
2012,6,3,6,6,7,9,7,12,13,12,10,6
2013,7,3,4,5,7,13,6,10,11,10,10,6
2014,7,3,6,5,8,7,5,9,10,9,8,7
2015,7,3,5,4,7,8,6,10,11,12,9,7
2016,5,4,4,5,7,5,6,10,12,10,10,6
2017,7,2,4,3,5,4,4,8,10,10,8,6
2018,5,3,4,4,5,6,3,9,9,9,9,6
2019,5,3,4,4,7,6,5,8,12,13,10,7
2020,6,3,25,22,7,6,5,5,7,6,10,7
2021,7,3,4,4,3,3,3,8,9,6,6,5
