Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,135,78,80,105,79,92,122,105,73,91,63,53
2002,96,47,64,67,70,73,95,98,76,77,56,55
2003,70,51,49,63,62,70,75,72,80,69,59,47
2004,70,49,59,65,69,78,79,88,69,65,60,48
2005,70,52,62,75,78,70,82,95,78,66,65,46
2006,75,58,68,68,76,81,109,111,77,78,57,63
2007,65,48,52,53,53,70,76,78,73,68,54,60
2008,64,50,56,83,74,67,69,109,81,75,48,44
2009,63,42,35,47,45,44,59,44,42,35,35,45
2010,48,37,45,47,57,76,65,93,71,90,62,64
2011,72,53,71,67,67,64,86,104,82,78,64,65
2012,57,41,60,78,67,64,70,85,62,59,42,40
2013,58,56,48,59,53,64,87,70,64,68,56,45
2014,48,51,55,65,62,73,66,114,92,72,67,73
2015,74,67,59,75,67,70,92,110,100,88,73,74
2016,86,71,79,86,91,96,97,114,99,88,65,78
2017,89,66,76,79,94,89,91,98,101,87,88,92
2018,82,71,85,97,110,110,111,136,122,117,97,77
2019,100,84,91,112,108,109,123,150,115,114,94,86
2020,98,76,81,55,55,90,122,145,113,124,87,99
2021,91,93,103,157,131,101,152,175,135,130,117,128
