Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,143,90,117,136,156,113,109,144,111,103,77,69
2002,82,96,94,115,115,106,107,141,124,100,84,73
2003,127,72,84,119,108,102,129,138,113,112,91,67
2004,99,71,117,130,124,102,121,131,106,111,100,88
2005,98,99,111,132,145,127,116,128,131,109,106,63
2006,108,96,134,113,146,128,144,122,107,102,96,67
2007,103,103,125,129,143,117,119,145,125,124,105,73
2008,89,87,111,114,103,116,95,126,96,87,71,60
2009,60,79,69,78,82,82,75,108,93,86,82,57
2010,90,77,99,101,119,90,103,122,98,99,80,60
2011,95,90,121,113,127,105,105,120,118,123,96,78
2012,117,91,130,125,144,139,113,160,101,110,95,75
2013,105,83,96,116,110,94,93,112,99,79,100,80
2014,78,96,111,121,113,127,106,98,88,112,118,70
2015,95,81,104,122,117,131,110,114,115,122,111,87
2016,100,101,118,123,162,120,110,129,110,129,124,79
2017,126,79,143,139,163,154,132,150,133,129,107,86
2018,108,132,146,157,158,163,156,181,151,148,128,98
2019,115,103,135,161,147,136,188,164,148,165,156,104
2020,124,118,114,109,258,190,147,157,115,116,133,90
2021,96,112,117,159,218,195,171,178,145,140,142,118
