Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,25,16,15,14,18,20,18,15,16,20,18,19
2002,26,12,13,16,20,15,23,19,15,26,12,16
2003,20,12,12,16,14,16,15,22,14,16,13,28
2004,20,12,14,15,17,13,14,38,16,17,12,15
2005,16,11,13,15,18,16,19,15,27,19,12,21
2006,20,12,15,15,14,18,17,17,16,17,15,17
2007,19,15,16,18,15,21,18,16,19,16,14,14
2008,16,13,12,14,17,19,17,19,15,16,19,21
2009,27,18,14,20,18,18,21,18,34,19,15,15
2010,17,9,9,11,12,18,17,18,11,13,12,15
2011,18,10,11,11,14,15,16,15,15,16,15,15
2012,16,12,11,14,18,20,15,18,15,16,12,12
2013,19,10,11,11,22,15,15,18,15,16,13,15
2014,14,9,11,16,14,13,14,16,16,13,20,12
2015,18,9,12,11,15,14,13,14,13,16,11,14
2016,17,12,14,14,16,13,14,14,11,12,11,12
2017,16,10,11,13,17,16,16,15,15,15,13,15
2018,20,13,12,13,14,14,16,17,16,15,15,17
2019,15,12,17,16,13,22,15,16,17,13,10,15
2020,15,12,88,51,12,22,15,15,10,12,16,15
2021,18,10,21,17,12,11,10,13,14,12,10,13
