Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,29,14,20,18,17,12,19,18,24,28,21,21
2002,24,17,12,22,15,18,25,15,18,23,23,20
2003,22,18,25,17,15,16,17,16,17,20,20,22
2004,25,22,19,29,19,16,20,23,20,19,18,19
2005,33,18,17,20,18,22,16,19,19,22,27,21
2006,25,19,22,22,16,18,18,22,21,24,22,17
2007,31,13,18,18,22,27,25,24,28,30,32,22
2008,30,23,22,20,29,21,27,32,43,44,37,50
2009,30,20,23,26,18,22,30,20,19,29,27,34
2010,39,17,15,19,20,30,25,22,19,20,21,26
2011,21,20,16,17,25,22,19,18,16,15,19,19
2012,20,15,13,19,17,23,18,18,14,22,20,19
2013,20,13,13,24,17,16,15,18,19,17,22,21
2014,22,16,18,15,26,17,18,18,17,16,15,16
2015,19,12,16,16,15,15,14,13,15,21,18,20
2016,18,20,11,16,16,13,31,21,14,20,45,19
2017,18,15,13,12,12,13,13,17,21,18,14,17
2018,20,17,16,21,14,20,12,14,15,19,17,19
2019,16,13,13,16,23,16,17,15,20,22,18,21
2020,37,34,243,183,46,33,28,26,19,24,32,32
2021,30,19,13,23,21,19,27,23,18,18,15,14
