Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2001,12,9,9,11,10,10,13,11,10,12,8,7
2002,14,6,6,9,9,9,11,10,8,9,6,6
2003,8,6,6,6,7,7,10,10,9,8,6,6
2004,9,6,7,8,8,9,12,11,9,9,8,9
2005,12,6,8,9,9,9,12,13,11,10,8,8
2006,10,7,8,7,10,9,13,13,12,11,9,8
2007,9,7,8,8,9,10,11,11,9,10,9,6
2008,11,7,7,10,8,9,12,9,7,9,6,6
2009,7,4,5,5,5,5,7,6,6,6,4,4
2010,6,4,5,7,6,7,8,8,6,6,4,6
2011,6,4,5,5,6,7,7,8,7,7,6,6
2012,9,4,6,6,6,7,8,9,7,6,5,5
2013,8,5,5,7,8,7,8,9,8,7,6,5
2014,7,5,6,6,9,7,9,9,8,7,6,7
2015,8,6,6,6,11,9,9,11,9,8,8,8
2016,10,7,7,7,9,9,10,12,10,9,8,7
2017,11,7,8,10,9,10,11,11,11,10,8,8
2018,10,8,8,8,11,12,11,12,11,9,8,8
2019,10,7,12,9,10,12,10,13,11,11,8,7
2020,10,7,6,7,5,7,8,10,11,10,9,9
2021,11,7,10,12,10,12,12,15,18,15,14,14
